Link,CSS Path,Is Feature?,Text,Feature Validation (Yes/No),Customer Type Validation,Hardware Component
https://snowfly.com/our-solutions,"html.js.no-applicationcache.geolocation.history.postmessage.svg.websockets.localstorage.sessionstorage.websqldatabase.webworkers.hashchange.audio.canvas.canvastext.video.webgl.cssgradients.multiplebgs.opacity.rgba.inlinesvg.csspositionsticky.hsla.supports.svgclippaths.smil.fontface.generatedcontent.textshadow.indexeddb.indexeddb-deletedatabase.cssanimations.backgroundsize.borderimage.borderradius.boxshadow.csscolumns.csscolumns-width.csscolumns-span.csscolumns-fill.csscolumns-gap.csscolumns-rule.csscolumns-rulecolor.csscolumns-rulestyle.csscolumns-rulewidth.csscolumns-breakbefore.csscolumns-breakafter.csscolumns-breakinside.flexbox.flexboxlegacy.cssreflections.csstransforms.csstransforms3d.csstransitions.js_active.vc_desktop.vc_transform.vc_transform.page-trans-loaded[lang=""en-US""][prefix=""og: https://ogp.me/ns#""]:nth-child(1) > body.page-template-default.page.page-id-25.ctct-salient.material.wpb-js-composer.vc_responsive:nth-child(2) > div.ocm-effect-wrap:nth-child(2) > div.ocm-effect-wrap-inner:nth-child(1) > div#ajax-content-wrap:nth-child(4) > div.container-wrap:nth-child(1) > div.container.main-content:nth-child(1) > div.row:nth-child(1) > div#fws_62f33626a5927.wpb_row.vc_row-fluid.vc_row.top-level.full-width-section.standard_section.first-section.loaded:nth-child(1) > div.col.span_12.dark.left:nth-child(2) > div.vc_col-sm-12.wpb_column.column_container.vc_column_container.col.no-extra-padding.instance-0:nth-child(1) > div.vc_column-inner:nth-child(2) > div.wpb_wrapper:nth-child(1) > div#team.wpb_row.vc_row-fluid.vc_row.inner_row.standard_section:nth-child(1) > div.col.span_12.left:nth-child(2) > div.vc_col-sm-12.wpb_column.column_container.vc_column_container.col.centered-text.no-extra-padding.instance-1:nth-child(1) > div.vc_column-inner:nth-child(2) > div.wpb_wrapper:nth-child(1) > div.wpb_text_column.wpb_content_element:nth-child(3) > div.wpb_wrapper:nth-child(1) > p:nth-child(1)",0.5,Our unique ,,,
https://snowfly.com/our-solutions,"html.js.no-applicationcache.geolocation.history.postmessage.svg.websockets.localstorage.sessionstorage.websqldatabase.webworkers.hashchange.audio.canvas.canvastext.video.webgl.cssgradients.multiplebgs.opacity.rgba.inlinesvg.csspositionsticky.hsla.supports.svgclippaths.smil.fontface.generatedcontent.textshadow.indexeddb.indexeddb-deletedatabase.cssanimations.backgroundsize.borderimage.borderradius.boxshadow.csscolumns.csscolumns-width.csscolumns-span.csscolumns-fill.csscolumns-gap.csscolumns-rule.csscolumns-rulecolor.csscolumns-rulestyle.csscolumns-rulewidth.csscolumns-breakbefore.csscolumns-breakafter.csscolumns-breakinside.flexbox.flexboxlegacy.cssreflections.csstransforms.csstransforms3d.csstransitions.js_active.vc_desktop.vc_transform.vc_transform.page-trans-loaded[lang=""en-US""][prefix=""og: https://ogp.me/ns#""]:nth-child(1) > body.page-template-default.page.page-id-25.ctct-salient.material.wpb-js-composer.vc_responsive:nth-child(2) > div.ocm-effect-wrap:nth-child(2) > div.ocm-effect-wrap-inner:nth-child(1) > div#ajax-content-wrap:nth-child(4) > div.container-wrap:nth-child(1) > div.container.main-content:nth-child(1) > div.row:nth-child(1) > div#fws_62f33626a5927.wpb_row.vc_row-fluid.vc_row.top-level.full-width-section.standard_section.first-section.loaded:nth-child(1) > div.col.span_12.dark.left:nth-child(2) > div.vc_col-sm-12.wpb_column.column_container.vc_column_container.col.no-extra-padding.instance-0:nth-child(1) > div.vc_column-inner:nth-child(2) > div.wpb_wrapper:nth-child(1) > div#team.wpb_row.vc_row-fluid.vc_row.inner_row.standard_section:nth-child(1) > div.col.span_12.left:nth-child(2) > div.vc_col-sm-12.wpb_column.column_container.vc_column_container.col.centered-text.no-extra-padding.instance-1:nth-child(1) > div.vc_column-inner:nth-child(2) > div.wpb_wrapper:nth-child(1) > div.wpb_text_column.wpb_content_element:nth-child(3) > div.wpb_wrapper:nth-child(1) > p:nth-child(1) > strong:nth-child(1)",0.5,game-driven,,,
https://snowfly.com/our-solutions,"html.js.no-applicationcache.geolocation.history.postmessage.svg.websockets.localstorage.sessionstorage.websqldatabase.webworkers.hashchange.audio.canvas.canvastext.video.webgl.cssgradients.multiplebgs.opacity.rgba.inlinesvg.csspositionsticky.hsla.supports.svgclippaths.smil.fontface.generatedcontent.textshadow.indexeddb.indexeddb-deletedatabase.cssanimations.backgroundsize.borderimage.borderradius.boxshadow.csscolumns.csscolumns-width.csscolumns-span.csscolumns-fill.csscolumns-gap.csscolumns-rule.csscolumns-rulecolor.csscolumns-rulestyle.csscolumns-rulewidth.csscolumns-breakbefore.csscolumns-breakafter.csscolumns-breakinside.flexbox.flexboxlegacy.cssreflections.csstransforms.csstransforms3d.csstransitions.js_active.vc_desktop.vc_transform.vc_transform.page-trans-loaded[lang=""en-US""][prefix=""og: https://ogp.me/ns#""]:nth-child(1) > body.page-template-default.page.page-id-25.ctct-salient.material.wpb-js-composer.vc_responsive:nth-child(2) > div.ocm-effect-wrap:nth-child(2) > div.ocm-effect-wrap-inner:nth-child(1) > div#ajax-content-wrap:nth-child(4) > div.container-wrap:nth-child(1) > div.container.main-content:nth-child(1) > div.row:nth-child(1) > div#fws_62f33626a5927.wpb_row.vc_row-fluid.vc_row.top-level.full-width-section.standard_section.first-section.loaded:nth-child(1) > div.col.span_12.dark.left:nth-child(2) > div.vc_col-sm-12.wpb_column.column_container.vc_column_container.col.no-extra-padding.instance-0:nth-child(1) > div.vc_column-inner:nth-child(2) > div.wpb_wrapper:nth-child(1) > div#team.wpb_row.vc_row-fluid.vc_row.inner_row.standard_section:nth-child(1) > div.col.span_12.left:nth-child(2) > div.vc_col-sm-12.wpb_column.column_container.vc_column_container.col.centered-text.no-extra-padding.instance-1:nth-child(1) > div.vc_column-inner:nth-child(2) > div.wpb_wrapper:nth-child(1) > div.wpb_text_column.wpb_content_element:nth-child(3) > div.wpb_wrapper:nth-child(1) > p:nth-child(1) > strong:nth-child(2)",0.5,incentive,,,
https://snowfly.com/our-solutions,"html.js.no-applicationcache.geolocation.history.postmessage.svg.websockets.localstorage.sessionstorage.websqldatabase.webworkers.hashchange.audio.canvas.canvastext.video.webgl.cssgradients.multiplebgs.opacity.rgba.inlinesvg.csspositionsticky.hsla.supports.svgclippaths.smil.fontface.generatedcontent.textshadow.indexeddb.indexeddb-deletedatabase.cssanimations.backgroundsize.borderimage.borderradius.boxshadow.csscolumns.csscolumns-width.csscolumns-span.csscolumns-fill.csscolumns-gap.csscolumns-rule.csscolumns-rulecolor.csscolumns-rulestyle.csscolumns-rulewidth.csscolumns-breakbefore.csscolumns-breakafter.csscolumns-breakinside.flexbox.flexboxlegacy.cssreflections.csstransforms.csstransforms3d.csstransitions.js_active.vc_desktop.vc_transform.vc_transform.page-trans-loaded[lang=""en-US""][prefix=""og: https://ogp.me/ns#""]:nth-child(1) > body.page-template-default.page.page-id-25.ctct-salient.material.wpb-js-composer.vc_responsive:nth-child(2) > div.ocm-effect-wrap:nth-child(2) > div.ocm-effect-wrap-inner:nth-child(1) > div#ajax-content-wrap:nth-child(4) > div.container-wrap:nth-child(1) > div.container.main-content:nth-child(1) > div.row:nth-child(1) > div#fws_62f33626a5927.wpb_row.vc_row-fluid.vc_row.top-level.full-width-section.standard_section.first-section.loaded:nth-child(1) > div.col.span_12.dark.left:nth-child(2) > div.vc_col-sm-12.wpb_column.column_container.vc_column_container.col.no-extra-padding.instance-0:nth-child(1) > div.vc_column-inner:nth-child(2) > div.wpb_wrapper:nth-child(1) > div#team.wpb_row.vc_row-fluid.vc_row.inner_row.standard_section:nth-child(1) > div.col.span_12.left:nth-child(2) > div.vc_col-sm-12.wpb_column.column_container.vc_column_container.col.centered-text.no-extra-padding.instance-1:nth-child(1) > div.vc_column-inner:nth-child(2) > div.wpb_wrapper:nth-child(1) > div.wpb_text_column.wpb_content_element:nth-child(3) > div.wpb_wrapper:nth-child(1) > p:nth-child(1)",0.5,", ",,,
https://snowfly.com/our-solutions,"html.js.no-applicationcache.geolocation.history.postmessage.svg.websockets.localstorage.sessionstorage.websqldatabase.webworkers.hashchange.audio.canvas.canvastext.video.webgl.cssgradients.multiplebgs.opacity.rgba.inlinesvg.csspositionsticky.hsla.supports.svgclippaths.smil.fontface.generatedcontent.textshadow.indexeddb.indexeddb-deletedatabase.cssanimations.backgroundsize.borderimage.borderradius.boxshadow.csscolumns.csscolumns-width.csscolumns-span.csscolumns-fill.csscolumns-gap.csscolumns-rule.csscolumns-rulecolor.csscolumns-rulestyle.csscolumns-rulewidth.csscolumns-breakbefore.csscolumns-breakafter.csscolumns-breakinside.flexbox.flexboxlegacy.cssreflections.csstransforms.csstransforms3d.csstransitions.js_active.vc_desktop.vc_transform.vc_transform.page-trans-loaded[lang=""en-US""][prefix=""og: https://ogp.me/ns#""]:nth-child(1) > body.page-template-default.page.page-id-25.ctct-salient.material.wpb-js-composer.vc_responsive:nth-child(2) > div.ocm-effect-wrap:nth-child(2) > div.ocm-effect-wrap-inner:nth-child(1) > div#ajax-content-wrap:nth-child(4) > div.container-wrap:nth-child(1) > div.container.main-content:nth-child(1) > div.row:nth-child(1) > div#fws_62f33626a5927.wpb_row.vc_row-fluid.vc_row.top-level.full-width-section.standard_section.first-section.loaded:nth-child(1) > div.col.span_12.dark.left:nth-child(2) > div.vc_col-sm-12.wpb_column.column_container.vc_column_container.col.no-extra-padding.instance-0:nth-child(1) > div.vc_column-inner:nth-child(2) > div.wpb_wrapper:nth-child(1) > div#team.wpb_row.vc_row-fluid.vc_row.inner_row.standard_section:nth-child(1) > div.col.span_12.left:nth-child(2) > div.vc_col-sm-12.wpb_column.column_container.vc_column_container.col.centered-text.no-extra-padding.instance-1:nth-child(1) > div.vc_column-inner:nth-child(2) > div.wpb_wrapper:nth-child(1) > div.wpb_text_column.wpb_content_element:nth-child(3) > div.wpb_wrapper:nth-child(1) > p:nth-child(1) > strong:nth-child(3)",0.5,gamification,Yes (Gamification),,
https://snowfly.com/our-solutions,"html.js.no-applicationcache.geolocation.history.postmessage.svg.websockets.localstorage.sessionstorage.websqldatabase.webworkers.hashchange.audio.canvas.canvastext.video.webgl.cssgradients.multiplebgs.opacity.rgba.inlinesvg.csspositionsticky.hsla.supports.svgclippaths.smil.fontface.generatedcontent.textshadow.indexeddb.indexeddb-deletedatabase.cssanimations.backgroundsize.borderimage.borderradius.boxshadow.csscolumns.csscolumns-width.csscolumns-span.csscolumns-fill.csscolumns-gap.csscolumns-rule.csscolumns-rulecolor.csscolumns-rulestyle.csscolumns-rulewidth.csscolumns-breakbefore.csscolumns-breakafter.csscolumns-breakinside.flexbox.flexboxlegacy.cssreflections.csstransforms.csstransforms3d.csstransitions.js_active.vc_desktop.vc_transform.vc_transform.page-trans-loaded[lang=""en-US""][prefix=""og: https://ogp.me/ns#""]:nth-child(1) > body.page-template-default.page.page-id-25.ctct-salient.material.wpb-js-composer.vc_responsive:nth-child(2) > div.ocm-effect-wrap:nth-child(2) > div.ocm-effect-wrap-inner:nth-child(1) > div#ajax-content-wrap:nth-child(4) > div.container-wrap:nth-child(1) > div.container.main-content:nth-child(1) > div.row:nth-child(1) > div#fws_62f33626a5927.wpb_row.vc_row-fluid.vc_row.top-level.full-width-section.standard_section.first-section.loaded:nth-child(1) > div.col.span_12.dark.left:nth-child(2) > div.vc_col-sm-12.wpb_column.column_container.vc_column_container.col.no-extra-padding.instance-0:nth-child(1) > div.vc_column-inner:nth-child(2) > div.wpb_wrapper:nth-child(1) > div#team.wpb_row.vc_row-fluid.vc_row.inner_row.standard_section:nth-child(1) > div.col.span_12.left:nth-child(2) > div.vc_col-sm-12.wpb_column.column_container.vc_column_container.col.centered-text.no-extra-padding.instance-1:nth-child(1) > div.vc_column-inner:nth-child(2) > div.wpb_wrapper:nth-child(1) > div.wpb_text_column.wpb_content_element:nth-child(3) > div.wpb_wrapper:nth-child(1) > p:nth-child(1)",0.5,", and  ",,,
https://snowfly.com/our-solutions,"html.js.no-applicationcache.geolocation.history.postmessage.svg.websockets.localstorage.sessionstorage.websqldatabase.webworkers.hashchange.audio.canvas.canvastext.video.webgl.cssgradients.multiplebgs.opacity.rgba.inlinesvg.csspositionsticky.hsla.supports.svgclippaths.smil.fontface.generatedcontent.textshadow.indexeddb.indexeddb-deletedatabase.cssanimations.backgroundsize.borderimage.borderradius.boxshadow.csscolumns.csscolumns-width.csscolumns-span.csscolumns-fill.csscolumns-gap.csscolumns-rule.csscolumns-rulecolor.csscolumns-rulestyle.csscolumns-rulewidth.csscolumns-breakbefore.csscolumns-breakafter.csscolumns-breakinside.flexbox.flexboxlegacy.cssreflections.csstransforms.csstransforms3d.csstransitions.js_active.vc_desktop.vc_transform.vc_transform.page-trans-loaded[lang=""en-US""][prefix=""og: https://ogp.me/ns#""]:nth-child(1) > body.page-template-default.page.page-id-25.ctct-salient.material.wpb-js-composer.vc_responsive:nth-child(2) > div.ocm-effect-wrap:nth-child(2) > div.ocm-effect-wrap-inner:nth-child(1) > div#ajax-content-wrap:nth-child(4) > div.container-wrap:nth-child(1) > div.container.main-content:nth-child(1) > div.row:nth-child(1) > div#fws_62f33626a5927.wpb_row.vc_row-fluid.vc_row.top-level.full-width-section.standard_section.first-section.loaded:nth-child(1) > div.col.span_12.dark.left:nth-child(2) > div.vc_col-sm-12.wpb_column.column_container.vc_column_container.col.no-extra-padding.instance-0:nth-child(1) > div.vc_column-inner:nth-child(2) > div.wpb_wrapper:nth-child(1) > div#team.wpb_row.vc_row-fluid.vc_row.inner_row.standard_section:nth-child(1) > div.col.span_12.left:nth-child(2) > div.vc_col-sm-12.wpb_column.column_container.vc_column_container.col.centered-text.no-extra-padding.instance-1:nth-child(1) > div.vc_column-inner:nth-child(2) > div.wpb_wrapper:nth-child(1) > div.wpb_text_column.wpb_content_element:nth-child(3) > div.wpb_wrapper:nth-child(1) > p:nth-child(1) > strong:nth-child(4)",0.5,engagement,Yes (Engagement),,
https://snowfly.com/our-solutions,"html.js.no-applicationcache.geolocation.history.postmessage.svg.websockets.localstorage.sessionstorage.websqldatabase.webworkers.hashchange.audio.canvas.canvastext.video.webgl.cssgradients.multiplebgs.opacity.rgba.inlinesvg.csspositionsticky.hsla.supports.svgclippaths.smil.fontface.generatedcontent.textshadow.indexeddb.indexeddb-deletedatabase.cssanimations.backgroundsize.borderimage.borderradius.boxshadow.csscolumns.csscolumns-width.csscolumns-span.csscolumns-fill.csscolumns-gap.csscolumns-rule.csscolumns-rulecolor.csscolumns-rulestyle.csscolumns-rulewidth.csscolumns-breakbefore.csscolumns-breakafter.csscolumns-breakinside.flexbox.flexboxlegacy.cssreflections.csstransforms.csstransforms3d.csstransitions.js_active.vc_desktop.vc_transform.vc_transform.page-trans-loaded[lang=""en-US""][prefix=""og: https://ogp.me/ns#""]:nth-child(1) > body.page-template-default.page.page-id-25.ctct-salient.material.wpb-js-composer.vc_responsive:nth-child(2) > div.ocm-effect-wrap:nth-child(2) > div.ocm-effect-wrap-inner:nth-child(1) > div#ajax-content-wrap:nth-child(4) > div.container-wrap:nth-child(1) > div.container.main-content:nth-child(1) > div.row:nth-child(1) > div#fws_62f33626a5927.wpb_row.vc_row-fluid.vc_row.top-level.full-width-section.standard_section.first-section.loaded:nth-child(1) > div.col.span_12.dark.left:nth-child(2) > div.vc_col-sm-12.wpb_column.column_container.vc_column_container.col.no-extra-padding.instance-0:nth-child(1) > div.vc_column-inner:nth-child(2) > div.wpb_wrapper:nth-child(1) > div#team.wpb_row.vc_row-fluid.vc_row.inner_row.standard_section:nth-child(1) > div.col.span_12.left:nth-child(2) > div.vc_col-sm-12.wpb_column.column_container.vc_column_container.col.centered-text.no-extra-padding.instance-1:nth-child(1) > div.vc_column-inner:nth-child(2) > div.wpb_wrapper:nth-child(1) > div.wpb_text_column.wpb_content_element:nth-child(3) > div.wpb_wrapper:nth-child(1) > p:nth-child(1)",0.5," approach utilized in conjunction with our innovative software application, motivating rewards and activities, and fully featured incentive services will enable your organization to create, implement, and manage an effective and engaging program for any organization of any size!",,,
https://snowfly.com/our-solutions,"html.js.no-applicationcache.geolocation.history.postmessage.svg.websockets.localstorage.sessionstorage.websqldatabase.webworkers.hashchange.audio.canvas.canvastext.video.webgl.cssgradients.multiplebgs.opacity.rgba.inlinesvg.csspositionsticky.hsla.supports.svgclippaths.smil.fontface.generatedcontent.textshadow.indexeddb.indexeddb-deletedatabase.cssanimations.backgroundsize.borderimage.borderradius.boxshadow.csscolumns.csscolumns-width.csscolumns-span.csscolumns-fill.csscolumns-gap.csscolumns-rule.csscolumns-rulecolor.csscolumns-rulestyle.csscolumns-rulewidth.csscolumns-breakbefore.csscolumns-breakafter.csscolumns-breakinside.flexbox.flexboxlegacy.cssreflections.csstransforms.csstransforms3d.csstransitions.js_active.vc_desktop.vc_transform.vc_transform.page-trans-loaded[lang=""en-US""][prefix=""og: https://ogp.me/ns#""]:nth-child(1) > body.page-template-default.page.page-id-25.ctct-salient.material.wpb-js-composer.vc_responsive:nth-child(2)",0.5," This website is like a Rocket, isn't it? Performance optimized by WP Rocket. Learn more: https://wp-rocket.me - Debug: cached@1660106278 ",,,
https://snowfly.com/,"html.js.no-applicationcache.geolocation.history.postmessage.svg.websockets.localstorage.sessionstorage.websqldatabase.webworkers.hashchange.audio.canvas.canvastext.video.webgl.cssgradients.multiplebgs.opacity.rgba.inlinesvg.csspositionsticky.hsla.supports.svgclippaths.smil.fontface.generatedcontent.textshadow.indexeddb.indexeddb-deletedatabase.cssanimations.backgroundsize.borderimage.borderradius.boxshadow.csscolumns.csscolumns-width.csscolumns-span.csscolumns-fill.csscolumns-gap.csscolumns-rule.csscolumns-rulecolor.csscolumns-rulestyle.csscolumns-rulewidth.csscolumns-breakbefore.csscolumns-breakafter.csscolumns-breakinside.flexbox.flexboxlegacy.cssreflections.csstransforms.csstransforms3d.csstransitions.js_active.vc_desktop.vc_transform.vc_transform.page-trans-loaded[lang=""en-US""][prefix=""og: https://ogp.me/ns#""]:nth-child(1) > head:nth-child(1)",0,meta tags,,,
https://snowfly.com/,"html.js.no-applicationcache.geolocation.history.postmessage.svg.websockets.localstorage.sessionstorage.websqldatabase.webworkers.hashchange.audio.canvas.canvastext.video.webgl.cssgradients.multiplebgs.opacity.rgba.inlinesvg.csspositionsticky.hsla.supports.svgclippaths.smil.fontface.generatedcontent.textshadow.indexeddb.indexeddb-deletedatabase.cssanimations.backgroundsize.borderimage.borderradius.boxshadow.csscolumns.csscolumns-width.csscolumns-span.csscolumns-fill.csscolumns-gap.csscolumns-rule.csscolumns-rulecolor.csscolumns-rulestyle.csscolumns-rulewidth.csscolumns-breakbefore.csscolumns-breakafter.csscolumns-breakinside.flexbox.flexboxlegacy.cssreflections.csstransforms.csstransforms3d.csstransitions.js_active.vc_desktop.vc_transform.vc_transform.page-trans-loaded[lang=""en-US""][prefix=""og: https://ogp.me/ns#""]:nth-child(1) > head:nth-child(1)",0,shortcut icon,,,
